"Datum";"Uhrzeit";"Wochentag";"#";"ST";"Mannschaft 1";"Mannschaft 2";"Schiedsgericht";"Gastgeber";"Austragungsort/Ergebnis";"Austragungsort";"Ergebnis";"Saison";"Spielrunde";"Geschlecht";"Satzpunkte";"Ballpunkte";"Spieldauer";"Satzpunkte 1";":";"Satzpunkte 2";"Satz 1 - Ballpunkte 1";":";"Satz 1 - Ballpunkte 2";"Satz 1 - Satzdauer";"Satz 2 - Ballpunkte 1";":";"Satz 2 - Ballpunkte 2";"Satz 2 - Satzdauer";"Satz 3 - Ballpunkte 1";":";"Satz 3 - Ballpunkte 2";"Satz 3 - Satzdauer";
"27.09.2025";"11:00:00";"Samstag";"1";"Spieltag 1";"VoR Paderborn II";"VoR Paderborn";"SV Ems Westbevern";"VoR Paderborn II";"0:2 / 30:50";"Fürstenberg Halle (33102 Paderborn)";"0:2 / 30:50";"2025/26";"Oberliga 6 wU13";"weiblich";"0:2";"30:50";"31";"0";":";"2";"20";":";"25";"16";"10";":";"25";"15";
"27.09.2025";"12:15:00";"Samstag";"2";"Spieltag 1";"VoR Paderborn";"SV Ems Westbevern";"VoR Paderborn II";"VoR Paderborn II";"1:2 / 55:64";"Fürstenberg Halle (33102 Paderborn)";"1:2 / 55:64";"2025/26";"Oberliga 6 wU13";"weiblich";"1:2";"55:64";"68";"1";":";"2";"26";":";"24";"38";"17";":";"25";"19";"12";":";"15";"11";
"27.09.2025";"13:30:00";"Samstag";"3";"Spieltag 1";"SV Ems Westbevern";"VoR Paderborn II";"VoR Paderborn";"VoR Paderborn II";"2:0 / 50:41";"Fürstenberg Halle (33102 Paderborn)";"2:0 / 50:41";"2025/26";"Oberliga 6 wU13";"weiblich";"2:0";"50:41";"59";"2";":";"0";"25";":";"19";"40";"25";":";"22";"19";
"27.09.2025";"14:00:00";"Samstag";"4";"Spieltag 1";"Telekom Post SV Bielefeld II";"Telekom Post SV Bielefeld";"USC Münster";"Telekom Post SV Bielefeld II";"2:1 / 50:46";"Almhalle 4 (33615 Bielefeld)";"2:1 / 50:46";"2025/26";"Oberliga 6 wU13";"weiblich";"2:1";"50:46";"33";"2";":";"1";"10";":";"25";"9";"25";":";"12";"13";"15";":";"9";"11";
"27.09.2025";"15:15:00";"Samstag";"5";"Spieltag 1";"USC Münster";"Telekom Post SV Bielefeld";"SC GW Paderborn";"Telekom Post SV Bielefeld II";"2:0 / 50:34";"Almhalle 4 (33615 Bielefeld)";"2:0 / 50:34";"2025/26";"Oberliga 6 wU13";"weiblich";"2:0";"50:34";"51";"2";":";"0";"25";":";"17";"32";"25";":";"17";"19";
"27.09.2025";"16:30:00";"Samstag";"6";"Spieltag 1";"Telekom Post SV Bielefeld II";"SC GW Paderborn";"Telekom Post SV Bielefeld";"Telekom Post SV Bielefeld II";"0:2 / 31:50";"Almhalle 4 (33615 Bielefeld)";"0:2 / 31:50";"2025/26";"Oberliga 6 wU13";"weiblich";"0:2";"31:50";"46";"0";":";"2";"15";":";"25";"29";"16";":";"25";"17";
"27.09.2025";"17:45:00";"Samstag";"7";"Spieltag 1";"USC Münster";"SC GW Paderborn";"Telekom Post SV Bielefeld II";"Telekom Post SV Bielefeld II";"2:0 / 50:31";"Almhalle 4 (33615 Bielefeld)";"2:0 / 50:31";"2025/26";"Oberliga 6 wU13";"weiblich";"2:0";"50:31";"38";"2";":";"0";"25";":";"14";"20";"25";":";"17";"18";
"05.10.2025";"11:00:00";"Sonntag";"8";"Spieltag 2";"USC Münster";"VoR Paderborn II";"Telekom Post SV Bielefeld II";"USC Münster";"Kardinal-von-Galen-Gymnasium (48165 Münster)";"Kardinal-von-Galen-Gymnasium (48165 Münster)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"05.10.2025";"11:00:00";"Sonntag";"11";"Spieltag 2";"SC GW Paderborn";"SV Ems Westbevern";"Telekom Post SV Bielefeld";"SC GW Paderborn";"Riemeke-Sporthalle (33102 Paderborn)";"Riemeke-Sporthalle (33102 Paderborn)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"05.10.2025";"12:15:00";"Sonntag";"9";"Spieltag 2";"VoR Paderborn II";"Telekom Post SV Bielefeld II";"USC Münster";"USC Münster";"Kardinal-von-Galen-Gymnasium (48165 Münster)";"Kardinal-von-Galen-Gymnasium (48165 Münster)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"05.10.2025";"12:15:00";"Sonntag";"12";"Spieltag 2";"Telekom Post SV Bielefeld";"SV Ems Westbevern";"VoR Paderborn";"SC GW Paderborn";"Riemeke-Sporthalle (33102 Paderborn)";"Riemeke-Sporthalle (33102 Paderborn)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"05.10.2025";"13:30:00";"Sonntag";"10";"Spieltag 2";"Telekom Post SV Bielefeld II";"USC Münster";"VoR Paderborn II";"USC Münster";"Kardinal-von-Galen-Gymnasium (48165 Münster)";"Kardinal-von-Galen-Gymnasium (48165 Münster)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"05.10.2025";"13:30:00";"Sonntag";"13";"Spieltag 2";"SC GW Paderborn";"VoR Paderborn";"SV Ems Westbevern";"SC GW Paderborn";"Riemeke-Sporthalle (33102 Paderborn)";"Riemeke-Sporthalle (33102 Paderborn)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"05.10.2025";"14:45:00";"Sonntag";"14";"Spieltag 2";"Telekom Post SV Bielefeld";"VoR Paderborn";"SC GW Paderborn";"SC GW Paderborn";"Riemeke-Sporthalle (33102 Paderborn)";"Riemeke-Sporthalle (33102 Paderborn)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"08.11.2025";"11:00:00";"Samstag";"18";"Spieltag 3";"SV Ems Westbevern";"Telekom Post SV Bielefeld II";"VoR Paderborn";"SV Ems Westbevern";"St.-Christophorus-Schule (48291 Telgte)";"St.-Christophorus-Schule (48291 Telgte)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"08.11.2025";"12:15:00";"Samstag";"19";"Spieltag 3";"VoR Paderborn";"Telekom Post SV Bielefeld II";"USC Münster";"SV Ems Westbevern";"St.-Christophorus-Schule (48291 Telgte)";"St.-Christophorus-Schule (48291 Telgte)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
"08.11.2025";"13:30:00";"Samstag";"20";"Spieltag 3";"SV Ems Westbevern";"USC Münster";"Telekom Post SV Bielefeld II";"SV Ems Westbevern";"St.-Christophorus-Schule (48291 Telgte)";"St.-Christophorus-Schule (48291 Telgte)";"-";"2025/26";"Oberliga 6 wU13";"weiblich";
